,Churn,Tenure,PreferedOrderCat,Complain,CashbackAmount,DaySinceLastOrder,SatisfactionScore,Gender,MaritalStatus
3175,0,1.0,Mobile Phone,0,146.87,4.0,3,Female,Married
3176,0,11.0,Laptop & Accessory,1,221.02,4.543490512868683,3,Male,Divorced
3177,0,1.0,Mobile Phone,0,153.36,1.0,4,Female,Single
3178,0,16.0,Laptop & Accessory,0,165.89,3.0,2,Female,Divorced
3179,0,17.0,Grocery,1,291.27,1.0,2,Male,Married
3180,0,12.0,Mobile Phone,0,151.19,1.0,5,Female,Single
3181,0,17.0,Laptop & Accessory,1,181.79,8.0,3,Male,Married
3182,0,22.0,Grocery,0,279.02,3.0,5,Female,Divorced
3183,0,18.0,Laptop & Accessory,0,184.85,3.0,3,Female,Single
3184,0,8.0,Mobile Phone,1,150.79,7.0,3,Female,Married
3185,1,1.0,Mobile Phone,0,155.41,3.0,5,Male,Married
3186,0,1.0,Mobile Phone,0,159.47,3.0,3,Male,Single
3187,0,18.0,Others,1,320.13,2.0,2,Male,Divorced
3188,0,1.0,Mobile Phone,0,152.73,3.0,3,Male,Divorced
3189,0,7.0,Laptop & Accessory,0,196.04,3.0,3,Male,Married
3190,0,6.0,Laptop & Accessory,1,188.22,6.0,2,Female,Divorced
3191,0,4.0,Mobile Phone,0,145.83,1.0,3,Female,Married
3192,0,27.0,Laptop & Accessory,0,208.81,11.0,5,Female,Single
3193,0,8.0,Mobile Phone,0,151.91,9.0,2,Male,Divorced
3194,1,9.0,Laptop & Accessory,0,167.86,1.0,5,Female,Divorced
3195,0,1.0,Mobile Phone,1,151.59,3.0,2,Female,Divorced
3196,0,11.0,Fashion,0,219.34,4.543490512868683,3,Male,Divorced
3197,0,3.0,Laptop & Accessory,0,180.61,3.0,3,Female,Divorced
3198,0,9.0,Laptop & Accessory,0,191.46,9.0,2,Male,Single
3199,0,7.0,Laptop & Accessory,0,202.25,8.0,2,Male,Married
3200,0,28.0,Fashion,0,232.25,2.0,4,Male,Divorced
3201,0,10.0,Laptop & Accessory,1,213.47,4.543490512868683,4,Male,Married
3202,0,1.0,Mobile Phone,0,145.45,2.0,2,Male,Single
3203,1,1.0,Mobile,1,135.09,2.0,3,Male,Single
3204,1,1.0,Mobile Phone,1,158.48,8.0,5,Male,Single
3205,0,9.0,Mobile Phone,0,137.81,1.0,3,Male,Divorced
3206,0,1.0,Mobile Phone,0,153.19,3.0,5,Male,Divorced
3207,0,1.0,Laptop & Accessory,0,173.51,3.0,4,Male,Divorced
3208,0,12.0,Laptop & Accessory,0,165.28,6.0,2,Female,Single
3209,0,3.0,Mobile Phone,0,152.2,9.0,2,Male,Married
3210,0,22.0,Laptop & Accessory,0,206.2,3.0,4,Male,Divorced
3211,0,1.0,Laptop & Accessory,1,171.47,5.0,2,Female,Married
3212,0,11.0,Mobile Phone,0,171.8,1.0,2,Male,Single
3213,0,24.0,Mobile Phone,1,157.21,9.0,3,Male,Divorced
3214,0,8.0,Fashion,0,211.21,4.543490512868683,4,Female,Single
3215,1,1.0,Laptop & Accessory,0,170.77,1.0,3,Female,Single
3216,0,13.0,Laptop & Accessory,0,170.53,11.0,3,Female,Single
3217,0,6.0,Laptop & Accessory,0,178.96,9.0,2,Male,Single
3218,1,14.0,Laptop & Accessory,1,192.96,4.0,3,Male,Divorced
3219,0,12.0,Laptop & Accessory,0,201.25,9.0,2,Female,Single
3220,0,1.0,Fashion,0,199.12,8.0,5,Female,Divorced
3221,0,6.0,Fashion,0,236.58999999999997,8.0,2,Female,Single
3222,0,21.0,Laptop & Accessory,0,174.6,8.0,5,Male,Single
3223,0,14.0,Fashion,1,229.75,4.543490512868683,5,Male,Divorced
3224,0,27.0,Grocery,0,273.14,4.0,3,Male,Divorced
3225,0,15.0,Others,0,316.41,7.0,2,Male,Married
3226,0,31.0,Laptop & Accessory,0,179.05,3.0,5,Male,Single
3227,0,1.0,Fashion,0,212.93,4.543490512868683,5,Male,Married
3228,0,15.0,Others,0,316.89,11.0,3,Male,Divorced
3229,0,24.0,Mobile Phone,0,163.75,3.0,4,Male,Divorced
3230,1,1.0,Mobile Phone,1,147.16,8.0,4,Female,Single
3231,0,10.0,Fashion,0,242.13,6.0,5,Female,Divorced
3232,0,12.0,Fashion,1,203.61,1.0,3,Female,Single
3233,0,18.0,Mobile Phone,0,162.08,5.0,3,Male,Single
3234,0,21.0,Grocery,1,262.7,14.0,3,Female,Married
3235,0,4.0,Laptop & Accessory,0,178.04,8.0,2,Male,Married
3236,0,3.0,Mobile Phone,0,151.42,1.0,3,Male,Single
3237,1,6.0,Mobile Phone,1,152.59,3.0,3,Male,Married
3238,0,17.0,Laptop & Accessory,0,193.04,3.0,2,Male,Divorced
3239,0,8.0,Laptop & Accessory,0,186.42,4.0,3,Female,Single
3240,0,1.0,Mobile Phone,0,150.0,3.0,5,Male,Divorced
3241,0,13.0,Laptop & Accessory,0,188.89,7.0,4,Female,Divorced
3242,0,30.0,Grocery,0,236.02999999999997,2.0,2,Male,Divorced
3243,0,14.0,Mobile Phone,1,148.42,4.0,2,Female,Single
3244,0,1.0,Laptop & Accessory,0,193.11,8.0,5,Female,Single
3245,0,3.0,Mobile Phone,0,147.97,3.0,4,Male,Married
3246,0,27.0,Laptop & Accessory,0,149.5,3.0,2,Male,Single
3247,0,9.0,Laptop & Accessory,0,175.93,1.0,5,Female,Married
3248,0,6.0,Laptop & Accessory,0,178.09,8.0,2,Male,Divorced
3249,0,12.0,Mobile Phone,1,155.57,2.0,3,Male,Divorced
3250,0,8.0,Laptop & Accessory,0,176.21,1.0,5,Female,Married
3251,0,26.0,Grocery,0,293.56,17.0,5,Male,Divorced
3252,1,1.0,Mobile Phone,1,151.86,9.0,2,Male,Single
3253,0,1.0,Laptop & Accessory,0,186.8,5.0,2,Female,Single
3254,0,19.0,Laptop & Accessory,0,191.32,2.0,3,Male,Single
3255,0,1.0,Mobile Phone,0,160.05,3.0,3,Male,Single
3256,1,11.0,Laptop & Accessory,1,188.97,4.0,3,Female,Single
3257,0,8.0,Laptop & Accessory,0,187.74,5.0,2,Male,Single
3258,1,19.0,Others,1,323.59,5.0,5,Male,Divorced
3259,0,10.0,Fashion,0,200.87,10.0,5,Male,Single
3260,0,26.0,Mobile Phone,0,167.58,3.0,2,Male,Divorced
3261,0,1.0,Mobile Phone,0,168.64,1.0,2,Female,Married
3262,0,3.0,Laptop & Accessory,0,168.35,2.0,3,Female,Divorced
3263,1,1.0,Laptop & Accessory,0,178.26,3.0,5,Male,Single
3264,0,8.0,Mobile Phone,0,157.8,4.0,2,Female,Single
3265,0,28.0,Laptop & Accessory,1,179.85,5.0,5,Female,Married
3266,0,3.0,Laptop & Accessory,0,168.42,2.0,2,Male,Divorced
3267,0,11.0,Mobile Phone,1,152.82,4.0,5,Female,Married
3268,0,12.0,Laptop & Accessory,1,184.8,13.0,5,Female,Single
3269,0,8.0,Mobile Phone,0,168.81,4.0,5,Female,Single
3270,0,9.0,Mobile Phone,0,150.72,3.0,2,Female,Divorced
3271,0,4.0,Mobile Phone,0,163.33,3.0,3,Male,Divorced
3272,0,14.0,Laptop & Accessory,0,167.44,8.0,4,Female,Divorced
3273,0,8.0,Laptop & Accessory,0,190.0,3.0,5,Female,Divorced
3274,0,16.0,Others,0,309.3,10.0,2,Male,Married
3275,1,1.0,Mobile Phone,1,141.01,1.0,5,Male,Divorced
3276,0,1.0,Mobile Phone,0,151.94,1.0,4,Male,Married
3277,0,26.0,Laptop & Accessory,0,156.49,5.0,3,Female,Divorced
3278,0,24.0,Grocery,0,301.39,4.0,3,Male,Divorced
3279,1,1.0,Mobile Phone,1,148.19,1.0,5,Female,Divorced
3280,0,7.0,Fashion,0,241.91000000000003,8.0,3,Male,Divorced
3281,1,1.0,Laptop & Accessory,0,178.24,3.0,5,Female,Single
3282,0,21.0,Grocery,1,292.52,1.0,2,Female,Divorced
3283,0,10.0,Laptop & Accessory,0,177.28,6.0,4,Female,Divorced
3284,0,3.0,Mobile Phone,0,152.0,8.0,3,Male,Divorced
3285,1,21.0,Others,1,317.46,9.0,4,Male,Single
3286,0,9.0,Mobile Phone,0,150.06,3.0,3,Female,Single
3287,0,16.0,Laptop & Accessory,1,185.62,3.0,2,Female,Divorced
3288,1,1.0,Mobile Phone,0,168.82,2.0,3,Male,Single
3289,0,10.0,Mobile Phone,0,146.43,5.0,4,Male,Divorced
3290,0,6.0,Laptop & Accessory,0,186.62,9.0,3,Female,Divorced
3291,0,14.0,Laptop & Accessory,0,175.94,1.0,3,Male,Single
3292,0,4.0,Laptop & Accessory,1,193.77,1.0,2,Female,Single
3293,0,19.0,Mobile Phone,0,147.74,1.0,3,Female,Single
3294,0,16.0,Laptop & Accessory,0,169.34,9.0,4,Male,Divorced
3295,0,12.0,Laptop & Accessory,0,187.88,3.0,5,Male,Married
3296,0,8.0,Mobile Phone,0,150.53,4.0,2,Female,Single
3297,1,13.0,Fashion,0,201.54,8.0,2,Female,Divorced
3298,1,19.0,Laptop & Accessory,0,176.6,4.0,2,Male,Single
3299,0,17.0,Grocery,0,296.59,1.0,5,Male,Divorced
3300,0,1.0,Fashion,1,253.07999999999998,9.0,2,Male,Married
3301,0,9.0,Fashion,0,227.21,4.543490512868683,3,Male,Single
3302,0,2.0,Laptop & Accessory,1,172.79,6.0,4,Female,Divorced
3303,0,8.0,Mobile Phone,0,162.37,3.0,2,Male,Divorced
3304,1,1.0,Mobile Phone,1,148.66,8.0,3,Female,Divorced
3305,0,1.0,Mobile Phone,0,142.06,1.0,2,Male,Divorced
3306,0,25.0,Grocery,0,288.07,18.0,3,Female,Divorced
3307,0,18.0,Laptop & Accessory,0,184.33,4.0,4,Male,Single
3308,0,1.0,Mobile Phone,0,159.24,2.0,5,Male,Single
3309,0,7.0,Laptop & Accessory,0,165.37,9.0,5,Male,Married
3310,0,9.0,Mobile Phone,0,150.59,2.0,5,Female,Single
3311,0,10.0,Laptop & Accessory,1,187.01,12.0,2,Male,Divorced
3312,0,6.0,Laptop & Accessory,0,169.03,4.0,2,Male,Married
3313,0,4.0,Mobile Phone,0,162.61,4.0,2,Male,Married
3314,0,27.0,Fashion,1,234.33999999999997,5.0,2,Female,Divorced
3315,0,19.0,Fashion,1,232.61,3.0,5,Male,Married
3316,0,6.0,Laptop & Accessory,0,176.75,4.0,3,Female,Divorced
3317,0,26.0,Grocery,0,263.26,1.0,2,Female,Divorced
3318,0,11.0,Laptop & Accessory,0,188.34,1.0,3,Male,Married
3319,0,2.0,Mobile Phone,0,174.36,5.0,2,Male,Married
3320,0,1.0,Laptop & Accessory,0,172.75,3.0,2,Male,Divorced
3321,0,18.0,Mobile Phone,1,153.18,3.0,2,Male,Divorced
3322,0,16.0,Mobile Phone,1,150.15,3.0,2,Male,Single
3323,0,10.0,Mobile Phone,0,148.42,4.0,5,Male,Divorced
3324,0,1.0,Laptop & Accessory,1,166.94,4.0,5,Male,Divorced
3325,0,9.0,Fashion,1,231.85000000000002,16.0,3,Female,Divorced
3326,1,1.0,Mobile Phone,1,145.22,9.0,4,Female,Married
3327,0,6.0,Mobile Phone,0,148.14,3.0,2,Male,Married
3328,0,1.0,Laptop & Accessory,0,167.56,4.0,5,Male,Divorced
3329,0,23.0,Mobile Phone,0,160.8,3.0,5,Female,Divorced
3330,0,1.0,Mobile Phone,0,156.62,5.0,2,Male,Divorced
3331,0,6.0,Laptop & Accessory,0,190.24,4.0,4,Male,Divorced
3332,0,12.0,Mobile Phone,0,153.99,3.0,4,Male,Divorced
3333,0,16.0,Laptop & Accessory,1,177.31,4.0,2,Female,Divorced
3334,0,5.0,Mobile Phone,1,148.56,3.0,2,Male,Divorced
3335,1,1.0,Mobile Phone,1,153.0,3.0,3,Female,Married
3336,0,27.0,Grocery,0,243.36,3.0,2,Male,Divorced
3337,0,9.0,Fashion,0,234.02999999999997,9.0,4,Male,Divorced
3338,0,11.0,Mobile Phone,0,154.73,1.0,2,Female,Divorced
3339,0,27.0,Grocery,0,267.75,9.0,2,Female,Single
3340,0,17.0,Laptop & Accessory,0,180.62,3.0,2,Female,Divorced
3341,0,21.0,Laptop & Accessory,1,170.37,8.0,2,Female,Divorced
3342,0,11.0,Fashion,1,201.42,10.0,4,Male,Single
3343,0,24.0,Grocery,0,304.24,8.0,5,Male,Married
3344,0,13.0,Laptop & Accessory,0,177.04,5.0,2,Female,Divorced
3345,0,7.0,Mobile Phone,1,147.77,4.0,4,Male,Married
3346,1,1.0,Mobile Phone,1,152.95,2.0,2,Male,Single
3347,0,3.0,Mobile Phone,0,150.32,4.0,2,Female,Married
3348,0,18.0,Mobile Phone,1,150.59,2.0,5,Male,Divorced
3349,0,2.0,Laptop & Accessory,0,174.08,3.0,2,Male,Single
3350,1,21.0,Mobile Phone,1,148.8,1.0,2,Male,Married
3351,0,17.0,Laptop & Accessory,0,172.65,1.0,4,Female,Married
3352,1,1.0,Mobile Phone,0,145.44,3.0,3,Female,Single
3353,1,1.0,Mobile Phone,0,151.93,1.0,2,Female,Single
3354,0,10.0,Laptop & Accessory,1,190.86,12.0,2,Male,Divorced
3355,0,21.0,Mobile Phone,1,157.94,3.0,2,Female,Single
3356,1,1.0,Laptop & Accessory,1,166.71,3.0,3,Female,Divorced
3357,1,5.0,Mobile Phone,1,152.78,1.0,2,Female,Married
3358,0,2.0,Mobile Phone,0,148.77,3.0,3,Female,Married
3359,1,3.0,Mobile Phone,1,149.04,3.0,5,Male,Divorced
3360,0,1.0,Mobile Phone,0,148.18,1.0,3,Female,Single
3361,0,8.0,Mobile Phone,0,145.08,1.0,4,Male,Married
3362,0,16.0,Laptop & Accessory,0,187.44,4.0,3,Female,Single
3363,0,7.0,Mobile Phone,1,152.99,3.0,5,Male,Single
3364,0,31.0,Fashion,1,230.52,4.543490512868683,4,Female,Married
3365,0,5.0,Mobile Phone,0,148.29,3.0,3,Male,Divorced
3366,0,9.0,Laptop & Accessory,1,165.14,8.0,2,Female,Divorced
3367,0,23.0,Fashion,0,199.03,8.0,4,Female,Divorced
3368,0,22.0,Mobile Phone,0,147.59,1.0,3,Male,Divorced
3369,0,5.0,Laptop & Accessory,0,194.32,1.0,3,Female,Divorced
3370,0,10.0,Mobile Phone,0,171.78,2.0,2,Male,Single
3371,0,12.0,Fashion,0,260.82,12.0,5,Female,Divorced
3372,0,6.0,Mobile Phone,0,148.32,3.0,4,Female,Divorced
3373,1,1.0,Mobile Phone,1,149.13,1.0,4,Male,Divorced
3374,0,14.0,Fashion,0,222.05,4.543490512868683,4,Male,Married
3375,0,1.0,Laptop & Accessory,0,167.94,8.0,5,Male,Single
3376,0,15.0,Mobile Phone,1,172.21,18.0,5,Male,Single
3377,0,10.0,Mobile Phone,0,150.19,10.0,3,Male,Single
3378,1,1.0,Mobile Phone,1,146.21,1.0,4,Male,Single
3379,1,1.0,Mobile Phone,0,154.73,1.0,5,Male,Single
3380,0,5.0,Laptop & Accessory,1,183.55,6.0,2,Female,Divorced
3381,0,14.0,Mobile Phone,1,161.17,1.0,4,Male,Married
3382,0,6.0,Laptop & Accessory,0,192.25,4.0,5,Female,Divorced
3383,1,1.0,Fashion,1,228.25,4.543490512868683,2,Male,Divorced
3384,0,7.0,Laptop & Accessory,0,194.49,5.0,2,Female,Single
3385,1,1.0,Fashion,0,231.08999999999997,4.543490512868683,3,Male,Divorced
3386,0,19.0,Laptop & Accessory,0,169.47,9.0,4,Male,Divorced
3387,0,3.0,Mobile Phone,0,146.57,3.0,2,Female,Divorced
3388,0,9.0,Laptop & Accessory,0,171.01,1.0,3,Female,Divorced
3389,0,26.0,Grocery,0,295.99,9.0,2,Male,Divorced
3390,1,21.0,Mobile Phone,0,149.79,1.0,3,Male,Single
3391,0,27.0,Grocery,0,273.52,3.0,3,Male,Married
3392,0,4.0,Fashion,0,197.64,8.0,3,Male,Married
3393,0,12.0,Laptop & Accessory,1,181.66,4.0,2,Female,Single
3394,0,9.0,Fashion,0,203.23,9.0,2,Male,Married
3395,0,13.0,Fashion,0,203.8,8.0,3,Male,Single
3396,1,4.0,Grocery,1,256.94,1.0,4,Female,Single
3397,0,21.0,Laptop & Accessory,1,175.67,8.0,3,Male,Married
3398,0,10.0,Laptop & Accessory,0,175.79,8.0,2,Male,Married
3399,1,1.0,Mobile Phone,1,148.21,3.0,5,Male,Single
3400,0,7.0,Grocery,0,299.44,1.0,3,Male,Single
3401,1,1.0,Mobile Phone,1,149.04,1.0,5,Female,Single
3402,0,7.0,Mobile Phone,0,159.52,3.0,2,Female,Single
3403,0,19.0,Mobile Phone,0,147.7,3.0,2,Female,Married
3404,0,24.0,Grocery,0,298.99,4.0,2,Male,Married
3405,0,7.0,Laptop & Accessory,1,179.88,3.0,4,Female,Divorced
3406,0,15.0,Others,0,319.19,12.0,3,Male,Married
3407,0,1.0,Mobile Phone,0,153.11,3.0,4,Female,Divorced
3408,0,19.0,Laptop & Accessory,1,161.33,9.0,5,Male,Divorced
3409,0,21.0,Laptop & Accessory,1,166.63,8.0,2,Female,Single
3410,1,1.0,Mobile Phone,1,146.32,2.0,3,Female,Divorced
3411,0,24.0,Grocery,1,264.73,6.0,3,Male,Divorced
3412,0,12.0,Mobile Phone,0,151.84,3.0,3,Male,Divorced
3413,0,20.0,Fashion,0,233.45,8.0,3,Male,Married
3414,0,1.0,Laptop & Accessory,0,168.77,3.0,3,Female,Married
3415,1,1.0,Mobile Phone,1,162.43,3.0,4,Male,Married
3416,0,5.0,Laptop & Accessory,0,166.48,4.0,5,Female,Divorced
3417,0,1.0,Mobile,0,135.51,1.0,2,Male,Single
3418,0,28.0,Fashion,0,232.39,9.0,3,Female,Divorced
3419,0,9.0,Fashion,1,228.88,4.543490512868683,3,Female,Married
3420,0,4.0,Fashion,1,239.16000000000003,8.0,5,Female,Divorced
3421,1,1.0,Mobile Phone,1,151.0,1.0,5,Female,Single
3422,1,1.0,Mobile Phone,0,149.22,3.0,4,Female,Single
3423,0,1.0,Laptop & Accessory,0,179.72,4.0,2,Male,Divorced
3424,0,1.0,Mobile Phone,0,149.51,2.0,5,Male,Divorced
3425,0,22.0,Laptop & Accessory,0,167.4,3.0,3,Male,Single
3426,0,22.0,Fashion,0,234.99,9.0,3,Male,Single
3427,0,15.0,Laptop & Accessory,0,175.03,2.0,3,Female,Single
3428,0,13.0,Grocery,0,252.42000000000002,9.0,2,Female,Divorced
3429,0,1.0,Laptop & Accessory,0,167.27,3.0,2,Female,Divorced
3430,0,9.0,Mobile Phone,0,164.17,3.0,2,Male,Married
3431,0,16.0,Others,0,308.03,1.0,3,Male,Divorced
3432,0,24.0,Mobile Phone,0,148.8,1.0,2,Male,Divorced
3433,0,31.0,Grocery,1,262.26,4.0,2,Female,Single
3434,1,1.0,Laptop & Accessory,0,172.77,1.0,4,Female,Divorced
3435,0,29.0,Laptop & Accessory,1,188.85,8.0,4,Male,Divorced
3436,0,15.0,Others,0,324.73,11.0,3,Female,Married
3437,0,12.0,Laptop & Accessory,1,193.61,1.0,2,Male,Single
3438,1,1.0,Laptop & Accessory,0,174.69,3.0,5,Male,Single
3439,1,16.0,Others,0,323.45,10.0,2,Female,Divorced
3440,0,18.0,Grocery,1,258.2,12.0,2,Female,Divorced
3441,0,24.0,Laptop & Accessory,0,188.47,14.0,3,Female,Divorced
3442,1,1.0,Mobile Phone,0,152.43,15.0,5,Female,Single
3443,0,13.0,Fashion,1,233.8,9.0,5,Female,Single
3444,0,7.0,Mobile Phone,0,148.42,3.0,2,Female,Single
3445,0,19.0,Grocery,0,301.5,2.0,2,Female,Divorced
3446,0,6.0,Mobile Phone,0,165.25,8.0,3,Female,Single
3447,0,8.0,Laptop & Accessory,0,222.25,4.543490512868683,2,Male,Married
3448,0,31.0,Fashion,1,244.04000000000002,5.0,2,Male,Divorced
3449,0,19.0,Mobile Phone,0,146.77,5.0,4,Male,Single
3450,0,27.0,Fashion,0,200.25,13.0,4,Female,Divorced
3451,1,1.0,Laptop & Accessory,0,173.34,1.0,3,Male,Married
3452,1,1.0,Mobile Phone,1,145.42,3.0,5,Male,Divorced
3453,0,8.0,Mobile Phone,1,147.2,1.0,3,Female,Divorced
3454,0,2.0,Mobile Phone,0,135.52,1.0,4,Male,Divorced
3455,0,12.0,Mobile Phone,0,153.21,3.0,3,Male,Divorced
3456,0,24.0,Others,1,317.37,8.0,3,Male,Divorced
3457,0,11.0,Laptop & Accessory,0,166.07,2.0,4,Female,Single
3458,0,14.0,Laptop & Accessory,0,208.96,6.0,5,Male,Divorced
3459,0,1.0,Mobile Phone,0,145.07,4.0,3,Female,Married
3460,0,20.0,Others,0,321.27,3.0,2,Male,Married
3461,0,28.0,Fashion,0,231.86,1.0,3,Female,Divorced
3462,0,30.0,Mobile Phone,0,154.42,4.0,3,Female,Divorced
3463,0,10.0,Fashion,0,213.58,4.543490512868683,2,Female,Single
3464,0,29.0,Grocery,0,292.56,3.0,5,Male,Single
3465,0,17.0,Fashion,0,259.0,1.0,2,Male,Married
3466,1,1.0,Mobile Phone,1,148.23,3.0,2,Female,Single
3467,1,1.0,Mobile Phone,0,139.16,1.0,5,Female,Single
3468,0,20.0,Laptop & Accessory,1,171.15,8.0,5,Female,Married
3469,1,15.0,Mobile Phone,1,149.61,8.0,3,Male,Divorced
3470,1,1.0,Fashion,0,212.22,4.543490512868683,5,Male,Single
3471,0,1.0,Mobile Phone,0,164.55,4.0,5,Male,Divorced
3472,0,4.0,Laptop & Accessory,0,224.57,4.543490512868683,5,Male,Divorced
3473,0,15.0,Mobile Phone,0,158.76,9.0,3,Female,Divorced
3474,0,12.0,Fashion,0,213.23,4.543490512868683,3,Female,Divorced
3475,0,14.0,Fashion,0,228.22,4.543490512868683,2,Male,Divorced
3476,0,1.0,Mobile Phone,0,171.21,3.0,3,Male,Divorced
3477,0,29.0,Fashion,0,234.76,3.0,4,Male,Divorced
3478,0,2.0,Laptop & Accessory,0,161.6,8.0,3,Female,Single
3479,1,8.0,Fashion,0,229.82,4.543490512868683,5,Male,Divorced
3480,0,7.0,Fashion,0,196.19,3.0,2,Male,Married
3481,1,1.0,Fashion,1,220.82,4.543490512868683,5,Male,Single
3482,1,1.0,Laptop & Accessory,0,170.08,9.0,3,Female,Single
3483,0,2.0,Mobile Phone,0,147.07,3.0,3,Male,Married
3484,0,8.0,Laptop & Accessory,0,202.56,5.0,2,Male,Single
3485,0,11.0,Laptop & Accessory,1,191.94,1.0,2,Female,Married
3486,1,1.0,Mobile Phone,1,161.91,7.0,2,Male,Divorced
3487,1,1.0,Mobile Phone,0,148.77,1.0,3,Male,Married
3488,1,1.0,Mobile Phone,1,148.13,3.0,4,Male,Single
3489,0,16.0,Grocery,0,301.65,8.0,5,Male,Divorced
3490,1,1.0,Mobile Phone,0,150.96,1.0,4,Male,Married
3491,1,14.0,Laptop & Accessory,1,172.28,1.0,3,Male,Single
3492,0,7.0,Laptop & Accessory,0,168.02,3.0,4,Female,Divorced
3493,0,8.0,Mobile Phone,0,154.79,1.0,2,Male,Divorced
3494,0,22.0,Grocery,0,293.85,2.0,2,Male,Single
3495,0,19.0,Laptop & Accessory,0,180.93,13.0,3,Female,Divorced
3496,0,26.0,Fashion,0,229.45,4.543490512868683,4,Male,Single
3497,0,12.0,Fashion,1,212.4,4.543490512868683,3,Male,Married
3498,0,3.0,Mobile Phone,0,150.14,8.0,2,Female,Married
3499,0,2.0,Fashion,0,201.55,8.0,4,Female,Married
3500,0,20.0,Grocery,0,299.65,10.0,3,Male,Divorced
3501,0,12.0,Fashion,0,198.51,1.0,4,Male,Single
3502,0,17.0,Fashion,0,233.2,2.0,5,Female,Divorced
3503,1,3.0,Grocery,0,246.69,6.0,2,Male,Married
3504,0,14.0,Others,0,321.26,10.0,3,Male,Single
3505,0,1.0,Mobile Phone,1,145.7,3.0,4,Female,Single
3506,0,13.0,Laptop & Accessory,0,192.82,4.0,4,Male,Single
3507,0,10.0,Laptop & Accessory,0,202.79,10.0,2,Male,Single
3508,0,5.0,Mobile Phone,0,152.91,3.0,2,Male,Divorced
3509,0,2.0,Mobile Phone,0,157.01,5.0,4,Male,Divorced
3510,0,9.0,Laptop & Accessory,0,174.68,3.0,2,Male,Married
3511,0,23.0,Grocery,0,256.2,4.0,4,Male,Divorced
3512,0,8.0,Laptop & Accessory,0,165.33,3.0,3,Male,Single
3513,0,3.0,Mobile Phone,0,157.91,2.0,4,Female,Married
3514,0,16.0,Laptop & Accessory,0,167.72,1.0,2,Male,Single
3515,0,3.0,Laptop & Accessory,1,175.56,3.0,2,Male,Divorced
3516,0,12.0,Mobile Phone,0,153.44,1.0,3,Male,Divorced
3517,0,5.0,Mobile Phone,1,152.03,3.0,3,Male,Married
3518,1,1.0,Mobile Phone,0,144.04,1.0,3,Male,Single
3519,1,1.0,Laptop & Accessory,1,207.24,4.0,5,Female,Single
3520,0,15.0,Mobile Phone,1,172.66,1.0,2,Male,Divorced
3521,1,1.0,Mobile Phone,0,151.1,3.0,3,Male,Divorced
3522,0,11.0,Laptop & Accessory,0,182.31,4.0,2,Female,Married
3523,0,1.0,Mobile Phone,0,150.39,3.0,3,Male,Divorced
3524,0,8.0,Laptop & Accessory,0,182.14,4.0,3,Female,Divorced
3525,0,9.0,Mobile Phone,0,168.23,5.0,3,Male,Single
3526,1,1.0,Fashion,0,198.36,11.0,5,Female,Divorced
3527,0,14.0,Fashion,0,259.99,14.0,3,Female,Single
3528,1,6.0,Grocery,1,262.58,15.0,5,Male,Single
3529,0,16.0,Laptop & Accessory,0,176.55,6.0,5,Male,Single
3530,0,9.0,Mobile Phone,0,147.58,8.0,3,Male,Divorced
3531,0,1.0,Mobile Phone,0,160.97,3.0,4,Male,Single
3532,1,1.0,Mobile Phone,1,150.15,1.0,2,Female,Divorced
3533,0,1.0,Mobile Phone,0,169.2,8.0,2,Male,Divorced
3534,0,4.0,Laptop & Accessory,0,190.78,5.0,3,Male,Divorced
3535,0,14.0,Laptop & Accessory,1,169.22,1.0,2,Female,Divorced
3536,0,9.0,Fashion,0,227.74,4.543490512868683,4,Male,Married
3537,0,8.0,Laptop & Accessory,0,178.43,10.0,5,Male,Single
3538,0,9.0,Mobile Phone,0,148.76,3.0,2,Male,Divorced
3539,1,7.0,Laptop & Accessory,0,178.46,4.0,3,Female,Single
3540,0,6.0,Mobile Phone,0,153.27,1.0,5,Female,Married
3541,0,30.0,Others,0,324.43,3.0,5,Female,Married
3542,0,3.0,Mobile Phone,0,156.31,9.0,2,Female,Divorced
3543,0,1.0,Mobile Phone,0,150.52,1.0,5,Male,Single
3544,0,19.0,Mobile Phone,1,169.77,3.0,3,Female,Divorced
3545,0,11.0,Laptop & Accessory,0,189.74,12.0,2,Female,Divorced
3546,0,1.0,Mobile Phone,0,155.33,3.0,3,Male,Single
3547,1,8.0,Mobile Phone,1,154.36,3.0,3,Male,Single
3548,0,27.0,Others,0,311.06,8.0,3,Female,Married
3549,0,3.0,Mobile Phone,1,146.68,4.0,2,Female,Divorced
3550,1,1.0,Mobile Phone,1,153.53,1.0,2,Male,Divorced
3551,0,20.0,Grocery,0,295.48,10.0,5,Female,Divorced
3552,0,18.0,Mobile Phone,0,147.9,1.0,3,Male,Single
3553,0,7.0,Mobile Phone,0,161.0,5.0,3,Male,Divorced
3554,1,5.0,Mobile Phone,0,146.07,1.0,5,Male,Married
3555,0,4.0,Laptop & Accessory,0,166.15,4.0,5,Male,Married
3556,0,14.0,Laptop & Accessory,0,168.27,1.0,4,Male,Divorced
3557,0,24.0,Grocery,0,303.56,3.0,5,Female,Divorced
3558,0,2.0,Mobile Phone,0,156.96,4.0,5,Male,Divorced
3559,0,20.0,Others,0,315.81,4.0,4,Male,Divorced
3560,0,9.0,Laptop & Accessory,1,214.66,4.543490512868683,5,Male,Divorced
